#id; #coord; #cycle; 
0; {225.5,193.5,0.0}; 601
2; {225.5,194.5,0.0}; 601
3; {225.5,194.5,0.0}; 601
1; {225.5,193.5,0.0}; 601
5; {219.5,193.5,0.0}; 601
4; {225.5,193.5,0.0}; 601
