#cycle; #nombre morts; #taux global occupation; #distance global terroriste; #duree evenement
513; 56; 14.666666666666666; 21.547493330974692; 122.486
514; 56; 14.666666666666666; 20.811800990081686; 122.574
515; 56; 14.666666666666666; 20.076109023485; 122.657
516; 56; 14.666666666666666; 19.50708411944338; 122.742
517; 56; 14.666666666666666; 18.771392967908874; 122.823
518; 56; 14.666666666666666; 18.035702260696127; 122.903
519; 56; 14.666666666666666; 17.1333453583391; 122.982
520; 56; 14.333333333333334; 16.89765562363817; 123.06
521; 56; 14.333333333333334; 16.32863308856788; 123.133
522; 56; 14.333333333333334; 15.926277787882773; 123.213
523; 56; 14.333333333333334; 15.690589759426222; 123.309
524; 56; 14.333333333333334; 15.121569044481381; 123.395
525; 56; 14.333333333333334; 14.719215688171076; 123.475
526; 56; 14.333333333333334; 14.316863073248149; 123.556
527; 56; 14.333333333333334; 13.914511253952668; 123.638
528; 56; 14.333333333333334; 13.678826956614367; 123.724
529; 56; 14.0; 13.443143580347742; 123.797
530; 56; 14.0; 13.207461197856853; 123.88
531; 56; 14.0; 12.971779889703962; 123.966
532; 56; 14.0; 12.736099745400645; 124.044
533; 56; 14.0; 12.500420864685902; 124.123
534; 56; 14.0; 12.264743359029728; 124.19
535; 56; 14.0; 12.029067353409976; 124.274
536; 56; 14.0; 11.793392988422235; 124.351
537; 56; 14.0; 11.55772042279792; 124.426
538; 56; 14.0; 11.32204983642571; 124.501
539; 56; 14.0; 11.086381433997895; 124.574
540; 56; 14.0; 10.850715449437617; 124.648
541; 56; 14.0; 10.615052151309436; 124.719
542; 56; 14.0; 10.379391849477765; 124.806
543; 56; 14.0; 10.143734903362308; 124.878
544; 56; 14.0; 9.908081732255985; 124.96
545; 56; 14.0; 9.67243282833248; 125.038
546; 56; 14.0; 9.436788773198478; 125.136
547; 56; 14.0; 9.201150259170982; 125.216
548; 56; 14.0; 8.965518116931703; 125.293
549; 56; 14.0; 8.729893351905204; 125.368
550; 56; 14.0; 8.494277192748948; 125.442
551; 56; 14.0; 8.25867115693523; 125.523
552; 56; 14.0; 8.02307714089059; 125.595
553; 56; 14.0; 7.787497546131854; 125.678
554; 56; 14.0; 7.551935459359825; 125.744
555; 56; 14.0; 7.316394915495683; 125.833
556; 56; 14.0; 7.080881291910505; 125.908
557; 56; 14.0; 6.84540191706624; 125.995
558; 56; 14.0; 6.609967043084382; 126.073
559; 56; 14.0; 6.374591463996993; 126.151
560; 56; 14.0; 6.139297341459105; 126.215
561; 56; 14.0; 5.904119436773267; 126.299
562; 56; 14.0; 5.669115530493866; 126.376
563; 56; 14.0; 5.434389200295992; 126.462
564; 56; 14.0; 5.200146187582615; 126.537
565; 56; 14.0; 4.966860438920219; 126.622
566; 56; 14.0; 4.966860438920219; 126.684
567; 56; 14.0; 4.966860438920219; 126.753
568; 56; 14.0; 4.966860438920219; 126.852
569; 56; 14.0; 14.833333333333334; 126.915
570; 56; 14.0; 14.5; 126.997
571; 56; 14.0; 14.333333333333334; 127.069
572; 56; 14.0; 14.166666666666666; 127.14
573; 56; 14.0; 13.833333333333334; 127.208
574; 56; 14.0; 13.5; 127.295
575; 56; 14.0; 13.166666666666666; 127.366
576; 56; 14.0; 12.833333333333334; 127.44
577; 56; 14.0; 12.5; 127.511
578; 56; 14.0; 12.166666666666666; 127.579
579; 56; 14.0; 11.833333333333334; 127.637
580; 56; 14.0; 11.5; 127.719
581; 56; 14.0; 11.166666666666666; 127.777
582; 56; 14.0; 10.833333333333334; 127.847
583; 56; 14.0; 10.5; 127.919
584; 56; 14.0; 10.166666666666666; 127.996
585; 56; 14.0; 9.833333333333334; 128.06
586; 56; 14.0; 9.5; 128.12
587; 56; 14.0; 9.166666666666666; 128.189
588; 56; 14.0; 8.833333333333334; 128.257
589; 56; 14.0; 8.5; 128.337
590; 56; 14.0; 8.166666666666666; 128.394
591; 56; 14.0; 7.833333333333333; 128.48
592; 56; 14.0; 7.5; 128.54
593; 56; 14.0; 7.166666666666667; 128.609
594; 56; 14.0; 6.833333333333333; 128.669
595; 56; 14.0; 6.5; 128.741
596; 56; 14.0; 6.166666666666667; 128.803
597; 56; 14.0; 5.833333333333333; 128.885
598; 56; 14.0; 5.5; 128.952
599; 56; 14.0; 5.166666666666667; 129.032
600; 56; 13.666666666666666; 5.166666666666667; 129.087
601; 56; 13.666666666666666; 5.166666666666667; 129.224
