#id; #statu; #coord; #cycle; 
73; vivant; {245.75815165457777,10.689872256525279,0.0}; 2
74; en fuite; {203.69646869288107,19.564807177939905,0.0}; 2
75; vivant; {265.5246355884172,15.315194706723673,0.0}; 2
76; vivant; {71.99426306097828,19.06628058540466,0.0}; 2
77; paralysé; {56.88792546177778,4.190647573815506,0.0}; 2
78; vivant; {185.32991931844117,5.927207748247939,0.0}; 2
79; vivant; {61.317480473809674,4.318664720135483,0.0}; 2
80; paralysé; {231.06013488608926,17.810437055393493,0.0}; 2
81; vivant; {283.96994688464923,13.036790218967392,0.0}; 2
82; paralysé; {192.5044972337039,13.84105167415834,0.0}; 2
83; vivant; {88.05284356824271,19.23050499839912,0.0}; 2
84; vivant; {292.9726140186758,12.93666777644193,0.0}; 2
85; vivant; {62.61565265945249,10.995608672071096,0.0}; 2
86; vivant; {118.90633250237022,11.831893267358149,0.0}; 2
87; paralysé; {208.0996713109829,15.118983674685554,0.0}; 2
88; paralysé; {187.5255941807469,9.888384981182693,0.0}; 2
89; vivant; {289.7405571819157,14.726002487609602,0.0}; 2
90; vivant; {65.73901802726992,17.330543702328974,0.0}; 2
91; vivant; {209.96010419365842,4.635620210146307,0.0}; 2
92; vivant; {165.76210001062373,17.34343519613098,0.0}; 2
93; en fuite; {225.7181740442338,4.273023060513383,0.0}; 2
94; paralysé; {160.89758521971146,7.789149959989057,0.0}; 2
95; paralysé; {238.542007149743,7.99859909314575,0.0}; 2
96; vivant; {57.47347050638538,10.170876329114257,0.0}; 2
0; en fuite; {107.88318560038464,79.0475476676186,0.0}; 3
1; en fuite; {149.9091363724937,67.93227840183475,0.0}; 3
2; vivant; {127.02850107943101,81.7009315550487,0.0}; 3
3; paralysé; {146.8972940177579,77.51400498601323,0.0}; 3
4; en fuite; {160.90305066572006,69.25157361102877,0.0}; 3
5; vivant; {185.70589131558512,79.95521741768745,0.0}; 3
6; en fuite; {253.50609856662285,74.87492736764274,0.0}; 3
7; en fuite; {259.0071307376016,83.39513852785856,0.0}; 3
8; en fuite; {266.5085895309669,81.5369039946395,0.0}; 3
9; vivant; {238.53658620393054,71.70203784655334,0.0}; 3
10; paralysé; {365.12185111759476,67.50268247039165,0.0}; 3
11; en fuite; {429.47528887014295,69.81209727858156,0.0}; 3
12; vivant; {446.96251566954163,123.50284933224857,0.0}; 3
13; vivant; {439.5636778837777,122.41080113846903,0.0}; 3
14; en fuite; {454.08830466273554,89.40883743706772,0.0}; 3
15; vivant; {449.5961068499095,72.09548225765114,0.0}; 3
16; vivant; {424.26286003979163,127.08711513307807,0.0}; 3
17; vivant; {332.39452605866774,124.33069093171075,0.0}; 3
18; en fuite; {364.2907502048224,122.55904689703027,0.0}; 3
19; vivant; {278.977657352596,128.21859894567217,0.0}; 3
20; vivant; {260.0593127346723,128.04961088802773,0.0}; 3
21; vivant; {129.16831557664864,121.69120204074916,0.0}; 3
22; en fuite; {124.70079841523703,130.66328042824793,0.0}; 3
23; en fuite; {148.15279538311492,130.26373141465984,0.0}; 3
24; en fuite; {137.06997924551223,136.07365602140348,0.0}; 3
25; vivant; {151.88304523089863,135.2619599060223,0.0}; 3
26; en fuite; {101.01364903866158,120.79580145284783,0.0}; 3
27; paralysé; {393.94553661278,6.225415575903994,0.0}; 3
28; vivant; {345.2933915024391,13.623136369752936,0.0}; 3
29; vivant; {358.3348462060536,21.968263824386124,0.0}; 3
30; vivant; {361.64139210468943,5.919244056631058,0.0}; 3
31; paralysé; {391.1263734415614,41.13755237218476,0.0}; 3
32; vivant; {174.9798405293601,189.93657068546668,0.0}; 3
33; en fuite; {176.11267966082542,190.4473584232724,0.0}; 3
34; vivant; {116.85423548082277,191.17681428546376,0.0}; 3
35; vivant; {183.02067785669556,188.7568334278179,0.0}; 3
36; vivant; {156.759364508491,177.54013868021605,0.0}; 3
38; paralysé; {285.42286480116974,157.49547852427662,0.0}; 3
39; vivant; {278.8884924224247,163.09635955192036,0.0}; 3
40; paralysé; {171.31150239247583,183.66148756016665,0.0}; 3
41; vivant; {139.64644583413303,178.77343361457991,0.0}; 3
42; vivant; {228.9250916333139,182.2582777611567,0.0}; 3
43; vivant; {217.18121644197436,178.42796048304876,0.0}; 3
44; vivant; {283.12700916837383,84.56777015953652,0.0}; 3
45; paralysé; {351.4383656632809,74.02983355455405,0.0}; 3
46; paralysé; {191.83580652107463,112.41618460476022,0.0}; 3
47; vivant; {148.92968839847367,111.98379020300209,0.0}; 3
48; vivant; {94.34206479228142,100.15345174629387,0.0}; 3
49; vivant; {91.2708308908979,48.474852546228554,0.0}; 3
50; paralysé; {64.66957562508196,44.58877710866954,0.0}; 3
51; vivant; {169.23660646374736,57.26709651591057,0.0}; 3
52; vivant; {289.96749872526993,60.48460769477038,0.0}; 3
53; paralysé; {60.626492137289745,56.00925432309391,0.0}; 3
54; vivant; {133.37214478482608,54.90541709270775,0.0}; 3
55; vivant; {69.19899787049431,44.78437567142037,0.0}; 3
56; vivant; {252.42997942440965,53.47398835972404,0.0}; 3
57; vivant; {207.59139493943655,52.71239578693533,0.0}; 3
58; vivant; {96.19889061051295,60.60210646951203,0.0}; 3
59; en fuite; {236.86448639684298,58.348186533337305,0.0}; 3
60; vivant; {112.49080711114613,45.20188330580668,0.0}; 3
61; vivant; {87.40342185905583,51.18223121563147,0.0}; 3
62; vivant; {149.97214573826847,44.431249538948165,0.0}; 3
63; vivant; {239.55760915383235,51.86579842933992,0.0}; 3
64; paralysé; {295.15021355383396,55.9771776509494,0.0}; 3
65; paralysé; {188.21520776556977,58.867568771468484,0.0}; 3
66; vivant; {85.61024742413852,11.604187987842495,0.0}; 3
67; vivant; {152.80492442793587,14.724934788422336,0.0}; 3
68; vivant; {227.48951175905876,16.29987864280359,0.0}; 3
69; paralysé; {257.55807839503876,12.926438944985943,0.0}; 3
70; paralysé; {97.88984797768974,4.761110182706141,0.0}; 3
71; vivant; {135.38946361349107,10.580988645084132,0.0}; 3
72; vivant; {202.57477779959987,17.360430311594722,0.0}; 3
73; vivant; {245.45941588257926,11.088413304062998,0.0}; 3
74; en fuite; {203.69646869288107,19.564807177939905,0.0}; 3
75; vivant; {265.6031623512909,15.807460495647145,0.0}; 3
76; vivant; {72.31072040464707,18.68228325587687,0.0}; 3
77; paralysé; {56.4724330211362,3.9125671340776766,0.0}; 3
78; vivant; {185.32991931844117,5.927207748247939,0.0}; 3
79; vivant; {61.317480473809674,4.318664720135483,0.0}; 3
80; paralysé; {231.06013488608926,17.810437055393493,0.0}; 3
81; vivant; {284.46316453947077,13.105652525191795,0.0}; 3
82; paralysé; {192.5044972337039,13.84105167415834,0.0}; 3
83; vivant; {87.72051905158476,18.859529521213947,0.0}; 3
84; vivant; {292.9726140186758,12.93666777644193,0.0}; 3
85; vivant; {62.14398651431081,11.154886814093617,0.0}; 3
86; vivant; {119.40235059524883,11.87232224882917,0.0}; 3
87; paralysé; {208.0996713109829,15.118983674685554,0.0}; 3
88; paralysé; {187.5255941807469,9.888384981182693,0.0}; 3
89; vivant; {289.7405571819157,14.726002487609602,0.0}; 3
90; vivant; {65.73901802726992,17.330543702328974,0.0}; 3
91; vivant; {209.96010419365842,4.635620210146307,0.0}; 3
92; vivant; {165.63937340341795,17.82618912814008,0.0}; 3
93; en fuite; {225.7181740442338,4.273023060513383,0.0}; 3
94; paralysé; {160.93831383661268,8.28513854135366,0.0}; 3
95; paralysé; {238.37065418905127,7.530595804202537,0.0}; 3
0; en fuite; {107.88318560038464,79.0475476676186,0.0}; 4
1; en fuite; {149.9091363724937,67.93227840183475,0.0}; 4
2; vivant; {127.02850107943101,81.7009315550487,0.0}; 4
3; paralysé; {146.8972940177579,77.51400498601323,0.0}; 4
4; en fuite; {160.90305066572006,69.25157361102877,0.0}; 4
5; vivant; {185.70589131558512,79.95521741768745,0.0}; 4
6; en fuite; {253.50609856662285,74.87492736764274,0.0}; 4
7; en fuite; {259.0071307376016,83.39513852785856,0.0}; 4
8; en fuite; {266.5085895309669,81.5369039946395,0.0}; 4
9; vivant; {238.53658620393054,71.70203784655334,0.0}; 4
10; paralysé; {365.12185111759476,67.50268247039165,0.0}; 4
11; en fuite; {429.47528887014295,69.81209727858156,0.0}; 4
12; vivant; {446.96251566954163,123.50284933224857,0.0}; 4
13; vivant; {439.5636778837777,122.41080113846903,0.0}; 4
14; en fuite; {454.08830466273554,89.40883743706772,0.0}; 4
15; vivant; {449.5961068499095,72.09548225765114,0.0}; 4
16; vivant; {424.26286003979163,127.08711513307807,0.0}; 4
17; vivant; {332.39452605866774,124.33069093171075,0.0}; 4
18; en fuite; {364.2907502048224,122.55904689703027,0.0}; 4
19; vivant; {278.977657352596,128.21859894567217,0.0}; 4
20; vivant; {260.0593127346723,128.04961088802773,0.0}; 4
21; vivant; {129.16831557664864,121.69120204074916,0.0}; 4
22; en fuite; {124.70079841523703,130.66328042824793,0.0}; 4
23; en fuite; {148.15279538311492,130.26373141465984,0.0}; 4
24; en fuite; {137.06997924551223,136.07365602140348,0.0}; 4
25; vivant; {151.88304523089863,135.2619599060223,0.0}; 4
26; en fuite; {101.01364903866158,120.79580145284783,0.0}; 4
27; paralysé; {393.94553661278,6.225415575903994,0.0}; 4
28; vivant; {345.2933915024391,13.623136369752936,0.0}; 4
29; vivant; {358.3348462060536,21.968263824386124,0.0}; 4
30; vivant; {361.64139210468943,5.919244056631058,0.0}; 4
31; paralysé; {391.1263734415614,41.13755237218476,0.0}; 4
32; vivant; {174.9798405293601,189.93657068546668,0.0}; 4
33; en fuite; {176.11267966082542,190.4473584232724,0.0}; 4
34; vivant; {116.85423548082277,191.17681428546376,0.0}; 4
35; vivant; {183.02067785669556,188.7568334278179,0.0}; 4
36; vivant; {156.759364508491,177.54013868021605,0.0}; 4
38; paralysé; {285.42286480116974,157.49547852427662,0.0}; 4
39; vivant; {278.8884924224247,163.09635955192036,0.0}; 4
40; paralysé; {171.31150239247583,183.66148756016665,0.0}; 4
41; vivant; {139.64644583413303,178.77343361457991,0.0}; 4
42; vivant; {228.9250916333139,182.2582777611567,0.0}; 4
43; vivant; {217.18121644197436,178.42796048304876,0.0}; 4
44; vivant; {283.12700916837383,84.56777015953652,0.0}; 4
45; paralysé; {351.4383656632809,74.02983355455405,0.0}; 4
46; paralysé; {191.83580652107463,112.41618460476022,0.0}; 4
47; vivant; {148.92968839847367,111.98379020300209,0.0}; 4
48; vivant; {94.34206479228142,100.15345174629387,0.0}; 4
49; vivant; {91.2708308908979,48.474852546228554,0.0}; 4
50; paralysé; {64.66957562508196,44.58877710866954,0.0}; 4
51; vivant; {169.23660646374736,57.26709651591057,0.0}; 4
52; vivant; {289.96749872526993,60.48460769477038,0.0}; 4
53; paralysé; {60.626492137289745,56.00925432309391,0.0}; 4
54; vivant; {133.37214478482608,54.90541709270775,0.0}; 4
55; vivant; {69.19899787049431,44.78437567142037,0.0}; 4
56; vivant; {252.42997942440965,53.47398835972404,0.0}; 4
57; vivant; {207.59139493943655,52.71239578693533,0.0}; 4
58; vivant; {96.19889061051295,60.60210646951203,0.0}; 4
