#id; #statu; #cycle; 
101; open; 0
102; open; 0
111; open; 0
112; open; 0
20; open; 0
21; open; 0
22; open; 0
23; open; 0
24; open; 0
25; open; 0
103; open; 0
104; open; 0
105; open; 0
106; open; 0
107; open; 0
108; open; 0
109; open; 0
110; open; 0
101; open; 1
102; open; 1
111; open; 1
112; open; 1
20; open; 1
21; open; 1
22; open; 1
23; open; 1
24; open; 1
25; open; 1
103; open; 1
104; open; 1
105; open; 1
106; open; 1
107; open; 1
108; open; 1
109; open; 1
110; open; 1
101; open; 2
102; open; 2
111; open; 2
112; open; 2
20; open; 2
21; open; 2
22; open; 2
23; open; 2
24; open; 2
25; open; 2
103; open; 2
104; open; 2
105; open; 2
106; open; 2
107; open; 2
108; open; 2
109; open; 2
110; open; 2
101; open; 3
102; open; 3
111; open; 3
112; open; 3
20; open; 3
21; open; 3
22; open; 3
23; open; 3
24; open; 3
25; open; 3
103; open; 3
104; open; 3
105; open; 3
106; open; 3
107; open; 3
108; open; 3
109; open; 3
110; open; 3
101; open; 4
102; open; 4
111; open; 4
112; open; 4
20; open; 4
21; open; 4
22; open; 4
23; open; 4
24; open; 4
25; open; 4
103; open; 4
104; open; 4
105; open; 4
106; open; 4
107; open; 4
108; open; 4
109; open; 4
110; open; 4
101; open; 5
102; open; 5
111; open; 5
112; open; 5
20; open; 5
21; open; 5
22; open; 5
23; open; 5
24; open; 5
25; open; 5
103; open; 5
104; open; 5
105; open; 5
106; open; 5
107; open; 5
108; open; 5
109; open; 5
110; open; 5
101; open; 6
102; closed; 6
111; open; 6
112; open; 6
20; open; 6
21; open; 6
22; open; 6
23; open; 6
24; open; 6
25; open; 6
103; closed; 6
104; open; 6
105; open; 6
106; open; 6
107; closed; 6
108; closed; 6
109; open; 6
110; closed; 6
101; open; 7
102; closed; 7
111; open; 7
112; open; 7
20; open; 7
21; open; 7
22; open; 7
23; open; 7
24; open; 7
25; open; 7
103; closed; 7
104; open; 7
105; open; 7
106; open; 7
107; closed; 7
108; closed; 7
109; open; 7
110; closed; 7
101; open; 8
102; closed; 8
111; open; 8
112; open; 8
20; open; 8
21; open; 8
22; open; 8
23; open; 8
24; open; 8
25; open; 8
103; closed; 8
104; open; 8
105; open; 8
106; open; 8
107; closed; 8
108; closed; 8
109; open; 8
110; closed; 8
101; open; 9
102; closed; 9
111; open; 9
112; open; 9
20; open; 9
21; open; 9
22; open; 9
23; open; 9
24; open; 9
25; open; 9
103; closed; 9
104; open; 9
105; open; 9
106; open; 9
107; closed; 9
108; closed; 9
109; open; 9
110; closed; 9
101; open; 10
102; closed; 10
111; open; 10
112; open; 10
20; open; 10
21; open; 10
22; open; 10
23; open; 10
24; open; 10
25; open; 10
103; closed; 10
104; open; 10
105; open; 10
106; open; 10
107; closed; 10
108; closed; 10
109; open; 10
110; closed; 10
101; open; 11
102; closed; 11
111; open; 11
112; open; 11
20; open; 11
21; open; 11
22; open; 11
23; open; 11
24; open; 11
25; open; 11
103; closed; 11
104; open; 11
105; open; 11
106; open; 11
107; closed; 11
108; closed; 11
109; open; 11
110; closed; 11
101; open; 12
102; open; 12
111; open; 12
112; open; 12
20; open; 12
21; open; 12
22; open; 12
23; open; 12
24; open; 12
25; open; 12
103; open; 12
104; open; 12
105; open; 12
106; open; 12
107; closed; 12
108; closed; 12
109; open; 12
110; closed; 12
101; open; 13
102; open; 13
111; open; 13
112; open; 13
20; open; 13
21; open; 13
22; open; 13
23; open; 13
24; open; 13
25; open; 13
103; open; 13
104; open; 13
105; open; 13
106; open; 13
107; closed; 13
108; closed; 13
109; open; 13
110; closed; 13
101; open; 14
102; open; 14
111; open; 14
112; open; 14
20; open; 14
21; open; 14
22; open; 14
23; open; 14
24; open; 14
25; open; 14
103; open; 14
104; open; 14
105; open; 14
106; open; 14
107; closed; 14
108; closed; 14
109; open; 14
110; closed; 14
101; open; 15
102; open; 15
111; closed; 15
112; open; 15
20; open; 15
21; open; 15
22; open; 15
23; open; 15
24; open; 15
25; open; 15
103; open; 15
104; open; 15
105; open; 15
106; open; 15
107; open; 15
108; closed; 15
109; open; 15
110; closed; 15
101; open; 16
102; open; 16
111; closed; 16
112; open; 16
20; open; 16
21; open; 16
22; open; 16
23; open; 16
24; open; 16
25; open; 16
103; open; 16
104; open; 16
105; open; 16
106; open; 16
107; open; 16
108; closed; 16
109; open; 16
110; closed; 16
101; open; 17
102; open; 17
111; closed; 17
112; open; 17
20; open; 17
21; open; 17
22; open; 17
23; open; 17
24; open; 17
25; open; 17
103; open; 17
104; open; 17
105; open; 17
106; open; 17
107; open; 17
108; closed; 17
109; closed; 17
110; closed; 17
101; open; 18
102; open; 18
111; closed; 18
112; open; 18
20; open; 18
21; open; 18
22; open; 18
23; open; 18
24; open; 18
25; open; 18
103; open; 18
104; open; 18
105; open; 18
106; open; 18
107; open; 18
108; closed; 18
109; closed; 18
110; closed; 18
101; open; 19
102; closed; 19
111; closed; 19
112; open; 19
20; open; 19
21; open; 19
22; open; 19
23; open; 19
24; open; 19
25; open; 19
103; open; 19
104; open; 19
105; open; 19
106; open; 19
107; open; 19
108; closed; 19
109; closed; 19
110; closed; 19
101; open; 20
102; closed; 20
111; closed; 20
112; open; 20
20; open; 20
21; open; 20
22; open; 20
23; open; 20
24; open; 20
25; open; 20
103; closed; 20
104; open; 20
105; open; 20
106; open; 20
107; open; 20
108; closed; 20
109; closed; 20
110; closed; 20
101; open; 21
102; closed; 21
111; closed; 21
112; open; 21
20; open; 21
21; open; 21
22; open; 21
23; open; 21
24; open; 21
25; open; 21
103; closed; 21
104; open; 21
105; open; 21
106; open; 21
107; open; 21
108; closed; 21
109; closed; 21
110; closed; 21
101; open; 22
102; closed; 22
111; closed; 22
112; open; 22
20; open; 22
21; open; 22
22; open; 22
23; open; 22
24; open; 22
25; open; 22
103; closed; 22
104; open; 22
105; open; 22
106; open; 22
107; open; 22
108; closed; 22
109; closed; 22
110; closed; 22
101; open; 23
102; closed; 23
111; closed; 23
112; open; 23
20; open; 23
21; open; 23
22; open; 23
23; open; 23
24; open; 23
25; open; 23
103; closed; 23
104; open; 23
105; open; 23
106; open; 23
107; open; 23
108; closed; 23
109; closed; 23
110; closed; 23
101; open; 24
102; closed; 24
111; closed; 24
112; open; 24
20; open; 24
21; open; 24
22; open; 24
23; open; 24
24; open; 24
25; open; 24
103; closed; 24
104; open; 24
105; closed; 24
106; open; 24
107; open; 24
108; closed; 24
109; closed; 24
110; closed; 24
101; open; 25
102; closed; 25
111; closed; 25
112; open; 25
20; open; 25
21; open; 25
22; open; 25
23; open; 25
24; open; 25
25; open; 25
103; open; 25
104; open; 25
105; closed; 25
106; open; 25
107; open; 25
108; closed; 25
109; closed; 25
110; closed; 25
101; open; 26
102; closed; 26
111; closed; 26
112; open; 26
20; open; 26
21; open; 26
22; open; 26
23; open; 26
24; open; 26
25; open; 26
103; open; 26
104; open; 26
105; closed; 26
106; open; 26
107; open; 26
108; closed; 26
109; closed; 26
110; closed; 26
101; open; 27
102; closed; 27
111; closed; 27
112; open; 27
20; open; 27
21; open; 27
22; open; 27
23; open; 27
24; open; 27
25; open; 27
103; open; 27
104; open; 27
105; closed; 27
106; open; 27
107; closed; 27
108; closed; 27
109; closed; 27
110; closed; 27
101; open; 28
102; closed; 28
111; closed; 28
112; open; 28
20; open; 28
21; open; 28
22; open; 28
23; open; 28
24; open; 28
25; open; 28
103; open; 28
104; open; 28
105; closed; 28
106; open; 28
107; closed; 28
108; closed; 28
109; closed; 28
110; closed; 28
101; open; 29
102; closed; 29
111; closed; 29
112; open; 29
20; open; 29
21; open; 29
22; open; 29
23; open; 29
24; open; 29
25; open; 29
103; open; 29
104; open; 29
105; closed; 29
106; open; 29
107; closed; 29
108; closed; 29
109; closed; 29
110; closed; 29
101; open; 30
102; closed; 30
111; closed; 30
112; open; 30
20; open; 30
21; open; 30
22; open; 30
23; open; 30
24; open; 30
25; open; 30
103; open; 30
104; open; 30
105; closed; 30
106; open; 30
107; closed; 30
108; closed; 30
109; closed; 30
110; closed; 30
101; open; 31
102; closed; 31
111; closed; 31
112; open; 31
20; open; 31
21; open; 31
22; open; 31
23; open; 31
24; open; 31
25; open; 31
103; open; 31
104; open; 31
105; closed; 31
106; open; 31
107; closed; 31
108; closed; 31
109; closed; 31
110; closed; 31
101; open; 32
102; closed; 32
111; closed; 32
112; open; 32
20; open; 32
21; open; 32
22; open; 32
23; open; 32
24; open; 32
25; open; 32
103; open; 32
104; open; 32
105; closed; 32
106; open; 32
107; closed; 32
108; closed; 32
109; closed; 32
110; closed; 32
101; open; 33
102; closed; 33
111; closed; 33
112; open; 33
20; open; 33
21; open; 33
22; open; 33
23; open; 33
24; open; 33
25; open; 33
103; open; 33
104; open; 33
105; closed; 33
106; open; 33
107; closed; 33
108; closed; 33
109; closed; 33
110; closed; 33
101; open; 34
102; closed; 34
111; closed; 34
112; open; 34
20; open; 34
21; open; 34
22; open; 34
23; open; 34
24; open; 34
25; open; 34
103; open; 34
104; open; 34
105; closed; 34
106; open; 34
107; closed; 34
108; closed; 34
109; closed; 34
110; closed; 34
101; open; 35
102; open; 35
111; closed; 35
112; open; 35
20; open; 35
21; open; 35
22; open; 35
23; open; 35
24; open; 35
25; open; 35
103; open; 35
104; open; 35
105; closed; 35
106; open; 35
107; closed; 35
108; closed; 35
109; closed; 35
110; closed; 35
101; open; 36
102; open; 36
111; closed; 36
112; open; 36
20; open; 36
21; open; 36
22; open; 36
23; open; 36
24; open; 36
25; open; 36
103; closed; 36
104; open; 36
105; closed; 36
106; open; 36
107; closed; 36
108; closed; 36
109; closed; 36
110; closed; 36
101; open; 37
102; open; 37
111; closed; 37
112; open; 37
20; open; 37
21; open; 37
22; open; 37
23; open; 37
24; open; 37
25; open; 37
103; closed; 37
104; open; 37
105; closed; 37
106; open; 37
107; closed; 37
108; closed; 37
109; closed; 37
110; closed; 37
101; open; 38
102; open; 38
111; closed; 38
112; open; 38
20; open; 38
21; open; 38
22; open; 38
23; open; 38
24; open; 38
25; open; 38
103; closed; 38
104; open; 38
105; closed; 38
106; open; 38
107; closed; 38
108; closed; 38
109; closed; 38
110; closed; 38
101; open; 39
102; open; 39
111; closed; 39
112; open; 39
20; open; 39
21; open; 39
22; open; 39
23; open; 39
24; open; 39
25; open; 39
103; closed; 39
104; open; 39
105; closed; 39
106; open; 39
107; closed; 39
108; closed; 39
109; closed; 39
110; closed; 39
101; open; 40
102; open; 40
111; closed; 40
112; open; 40
20; open; 40
21; open; 40
22; open; 40
23; open; 40
24; open; 40
25; open; 40
103; closed; 40
104; open; 40
105; closed; 40
106; open; 40
107; closed; 40
108; closed; 40
109; closed; 40
110; closed; 40
101; open; 41
102; open; 41
111; closed; 41
112; open; 41
20; open; 41
21; open; 41
22; open; 41
23; open; 41
24; open; 41
25; open; 41
103; closed; 41
104; open; 41
105; closed; 41
106; open; 41
107; closed; 41
108; closed; 41
109; closed; 41
110; closed; 41
101; open; 42
102; open; 42
111; closed; 42
112; open; 42
20; open; 42
21; open; 42
22; open; 42
23; open; 42
24; open; 42
25; open; 42
103; closed; 42
104; open; 42
105; closed; 42
106; open; 42
107; closed; 42
